source,source_place_id,name,category,phone,address,road_address,latitude,longitude,search_region_code,region_code,region_resolution_source,region_distance_m,region_resolution_confidence,source_url,search_query,collected_at,naver_mapx,naver_mapy,resolved_region_code,reject_reason
KAKAO,478103433,웰니스카페사유,음식점 > 카페,02-518-8219,서울 용산구 용산동2가 5-84,서울 용산구 신흥로 11,37.5396296181237,126.986328152322,ITAEWON,HAEBANGCHON_HUAM,ADDRESS:용산동2가,616,0.95,http://place.map.kakao.com/478103433,이태원 루프탑 카페,2026-09-08T22:18:42,,,HAEBANGCHON_HUAM,OUT_OF_TARGET_REGION
KAKAO,1118850411,아스티에드빌라트카페,음식점 > 카페,,서울 용산구 한남동 744-29,서울 용산구 이태원로49길 13,37.5370481424417,126.999705821579,ITAEWON,HANNAM,ADDRESS:한남동,292,0.9,http://place.map.kakao.com/1118850411,이태원 루프탑 카페,2026-09-08T22:18:42,,,HANNAM,OUT_OF_TARGET_REGION
KAKAO,2053517065,아뜰리에남산,음식점 > 카페,0507-1485-0282,서울 용산구 용산동2가 34-20,서울 용산구 신흥로7길 51-5,37.5432785111853,126.985040914117,ITAEWON,HAEBANGCHON_HUAM,ADDRESS:용산동2가,225,0.95,http://place.map.kakao.com/2053517065,이태원 루프탑 카페,2026-09-08T22:18:42,,,HAEBANGCHON_HUAM,OUT_OF_TARGET_REGION
KAKAO,711864705,맥심플랜트,음식점 > 카페,070-4287-8557,서울 용산구 한남동 683-140,서울 용산구 이태원로 250,37.53698957357094,127.00099681148605,ITAEWON,HANNAM,ADDRESS:한남동,280,0.9,http://place.map.kakao.com/711864705,이태원 루프탑 카페,2026-09-08T22:18:42,,,HANNAM,OUT_OF_TARGET_REGION
KAKAO,214831310,S.caf,음식점 > 카페,010-2238-7912,서울 용산구 용산동2가 14-3,서울 용산구 소월로26길 12,37.5454033064289,126.987062626089,ITAEWON,HAEBANGCHON_HUAM,ADDRESS:용산동2가,372,0.95,http://place.map.kakao.com/214831310,이태원 루프탑 카페,2026-09-08T22:18:42,,,HAEBANGCHON_HUAM,OUT_OF_TARGET_REGION
KAKAO,1316697633,르몽블랑,음식점 > 카페 > 테마카페 > 디저트카페,070-8887-8200,서울 용산구 용산동2가 1-91,서울 용산구 신흥로 99-4,37.5448786623818,126.98485501628461,ITAEWON,HAEBANGCHON_HUAM,ADDRESS:용산동2가,169,0.95,http://place.map.kakao.com/1316697633,이태원 루프탑 카페,2026-09-08T22:18:42,,,HAEBANGCHON_HUAM,OUT_OF_TARGET_REGION
KAKAO,469724609,쉘터 해방촌,음식점 > 카페,0503-7151-8980,서울 용산구 용산동2가 19-11,서울 용산구 신흥로11길 49-12,37.5446516920896,126.985504583588,ITAEWON,HAEBANGCHON_HUAM,ADDRESS:용산동2가,221,0.95,http://place.map.kakao.com/469724609,이태원 루프탑 카페,2026-09-08T22:18:42,,,HAEBANGCHON_HUAM,OUT_OF_TARGET_REGION
KAKAO,1698143190,오잇,음식점 > 카페 > 테마카페 > 디저트카페,0507-1418-2073,서울 용산구 용산동2가 1-471,서울 용산구 신흥로 95,37.54553552087409,126.98509138439792,ITAEWON,HAEBANGCHON_HUAM,ADDRESS:용산동2가,217,0.95,http://place.map.kakao.com/1698143190,이태원 루프탑 카페,2026-09-08T22:18:42,,,HAEBANGCHON_HUAM,OUT_OF_TARGET_REGION
KAKAO,1364425160,타자기,음식점 > 카페,010-4445-8918,서울 용산구 용산동2가 1-508,서울 용산구 신흥로 97-5,37.5452318575497,126.984882102732,ITAEWON,HAEBANGCHON_HUAM,ADDRESS:용산동2가,185,0.95,http://place.map.kakao.com/1364425160,이태원 루프탑 카페,2026-09-08T22:18:42,,,HAEBANGCHON_HUAM,OUT_OF_TARGET_REGION
KAKAO,27495682,오랑오랑,음식점 > 카페,02-3789-7007,서울 용산구 용산동2가 1-62,서울 용산구 소월로20길 26-14,37.54512916396182,126.98504167590829,ITAEWON,HAEBANGCHON_HUAM,ADDRESS:용산동2가,193,0.95,http://place.map.kakao.com/27495682,이태원 루프탑 카페,2026-09-08T22:18:42,,,HAEBANGCHON_HUAM,OUT_OF_TARGET_REGION
KAKAO,1978415596,빌라커피,음식점 > 카페,070-8161-8019,서울 용산구 용산동2가 1,서울 용산구 신흥로 101-9,37.5446966669096,126.984904842228,ITAEWON,HAEBANGCHON_HUAM,ADDRESS:용산동2가,169,0.95,http://place.map.kakao.com/1978415596,이태원 루프탑 카페,2026-09-08T22:18:42,,,HAEBANGCHON_HUAM,OUT_OF_TARGET_REGION
KAKAO,803550065,리암스카페바,음식점 > 카페,,서울 용산구 용산동2가 5-1119,서울 용산구 소월로20길 64,37.5439451465453,126.984239636664,ITAEWON,HAEBANGCHON_HUAM,ADDRESS:용산동2가,126,0.95,http://place.map.kakao.com/803550065,이태원 루프탑 카페,2026-09-08T22:18:43,,,HAEBANGCHON_HUAM,OUT_OF_TARGET_REGION
KAKAO,1245122800,카페남산아래,음식점 > 카페,,서울 용산구 용산동2가 1-528,서울 용산구 신흥로 94-1,37.545705791770494,126.98494990220203,ITAEWON,HAEBANGCHON_HUAM,ADDRESS:용산동2가,218,0.95,http://place.map.kakao.com/1245122800,이태원 루프탑 카페,2026-09-08T22:18:43,,,HAEBANGCHON_HUAM,OUT_OF_TARGET_REGION
KAKAO,2115286549,코제트,음식점 > 카페,02-2139-9011,서울 용산구 한남동 684-12,서울 용산구 대사관로5길 22,37.5352704672116,127.000579291447,ITAEWON,HANNAM,ADDRESS:한남동,86,0.9,http://place.map.kakao.com/2115286549,이태원 루프탑 카페,2026-09-08T22:18:43,,,HANNAM,OUT_OF_TARGET_REGION
KAKAO,879954064,꼮 남산,음식점 > 카페,010-4200-6813,서울 용산구 용산동2가 5-1119,서울 용산구 소월로20길 64,37.5439667740009,126.984265657991,ITAEWON,HAEBANGCHON_HUAM,ADDRESS:용산동2가,126,0.95,http://place.map.kakao.com/879954064,이태원 루프탑 카페,2026-09-08T22:18:43,,,HAEBANGCHON_HUAM,OUT_OF_TARGET_REGION
KAKAO,801893852,보난자커피 한남점,음식점 > 카페 > 커피전문점 > 보난자커피,,서울 용산구 한남동 682-12,서울 용산구 이태원로54길 13,37.5377238731259,127.002172414098,ITAEWON,HANNAM,ADDRESS:한남동,388,0.9,http://place.map.kakao.com/801893852,이태원 루프탑 카페,2026-09-08T22:18:43,,,HANNAM,OUT_OF_TARGET_REGION
KAKAO,2084318640,클리프 서울,음식점 > 카페,010-2603-8831,서울 용산구 후암동 406-56,서울 용산구 두텁바위로38길 29-17,37.54741124861967,126.98393110845993,ITAEWON,HAEBANGCHON_HUAM,ADDRESS:후암동,334,0.9,http://place.map.kakao.com/2084318640,이태원 루프탑 카페,2026-09-08T22:18:43,,,HAEBANGCHON_HUAM,OUT_OF_TARGET_REGION
KAKAO,1645884004,카페무니,음식점 > 카페,02-565-1592,서울 용산구 후암동 406-58,서울 용산구 신흥로20길 37,37.5471923059041,126.983931155458,ITAEWON,HAEBANGCHON_HUAM,ADDRESS:후암동,310,0.9,http://place.map.kakao.com/1645884004,이태원 루프탑 카페,2026-09-08T22:18:43,,,HAEBANGCHON_HUAM,OUT_OF_TARGET_REGION
KAKAO,510788595,마우카,음식점 > 카페,,서울 용산구 후암동 406-57,서울 용산구 신흥로20길 39,37.54727881285463,126.98401261281353,ITAEWON,HAEBANGCHON_HUAM,ADDRESS:후암동,322,0.9,http://place.map.kakao.com/510788595,이태원 루프탑 카페,2026-09-08T22:18:43,,,HAEBANGCHON_HUAM,OUT_OF_TARGET_REGION
KAKAO,591970180,테이크 블랭크,음식점 > 카페,,서울 용산구 한남동 641-10,서울 용산구 대사관로30길 6-11,37.5327727741546,127.005322062678,ITAEWON,HANNAM,ADDRESS:한남동,467,0.9,http://place.map.kakao.com/591970180,이태원 루프탑 카페,2026-09-08T22:18:43,,,HANNAM,OUT_OF_TARGET_REGION
KAKAO,69739819,클럽하우스서울,음식점 > 카페,010-4045-4717,서울 용산구 한남동 66-4,서울 용산구 한남대로20길 7,37.5347233293476,127.007399489033,ITAEWON,HANNAM,ADDRESS:한남동,609,0.9,http://place.map.kakao.com/69739819,이태원 루프탑 카페,2026-09-08T22:18:43,,,HANNAM,OUT_OF_TARGET_REGION
KAKAO,737205089,오드시티,음식점 > 카페,0502-5554-4452,서울 용산구 후암동 406-114,서울 용산구 두텁바위로40길 28-14,37.5474977264161,126.983798691131,ITAEWON,HAEBANGCHON_HUAM,ADDRESS:후암동,341,0.9,http://place.map.kakao.com/737205089,이태원 루프탑 카페,2026-09-08T22:18:43,,,HAEBANGCHON_HUAM,OUT_OF_TARGET_REGION
KAKAO,1932939730,해방공원(HB01),음식점 > 카페,02-6956-0157,서울 용산구 용산동2가 1-475,서울 용산구 신흥로 95-7,37.545397671294964,126.9851174382277,ITAEWON,HAEBANGCHON_HUAM,ADDRESS:용산동2가,212,0.95,http://place.map.kakao.com/1932939730,이태원 루프탑 카페,2026-09-08T22:18:43,,,HAEBANGCHON_HUAM,OUT_OF_TARGET_REGION
KAKAO,853407271,컴포즈커피 홍대동교점,음식점 > 카페 > 커피전문점 > 컴포즈커피,02-336-3133,서울 마포구 동교동 206-14,서울 마포구 월드컵북로 12,37.556210956512786,126.92065109149203,HAPJEONG_MANGWON,,NO_REGION_MATCH,1211,0.0,http://place.map.kakao.com/853407271,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,27601004,골든크레마,음식점 > 카페,,서울 마포구 동교동 164-13,서울 마포구 어울마당로 121,37.5555767555293,126.923535425431,HAPJEONG_MANGWON,,NO_REGION_MATCH,1459,0.0,http://place.map.kakao.com/27601004,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,2021049848,발코니가든,음식점 > 카페,02-332-1371,서울 마포구 동교동 170-38,서울 마포구 어울마당로 155-1,37.5569196950329,126.927101346878,HAPJEONG_MANGWON,,NO_REGION_MATCH,1785,0.0,http://place.map.kakao.com/2021049848,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,987265580,카페 드 래빗,음식점 > 카페,02-332-7988,서울 마포구 연남동 259,서울 마포구 동교로29길 10,37.5611073200352,126.923914592108,HAPJEONG_MANGWON,,NO_REGION_MATCH,1638,0.0,http://place.map.kakao.com/987265580,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,128022235,CVL랩,음식점 > 카페,02-6953-7302,서울 마포구 연남동 373-7,서울 마포구 동교로 227-13,37.56087272001019,126.92338740470342,HAPJEONG_MANGWON,,NO_REGION_MATCH,1585,0.0,http://place.map.kakao.com/128022235,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,1455452713,무심,음식점 > 카페,0502-5550-5676,서울 마포구 연남동 383-72,서울 마포구 연희로1길 55,37.5613277479243,126.926256108249,HAPJEONG_MANGWON,,NO_REGION_MATCH,1837,0.0,http://place.map.kakao.com/1455452713,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,1201420394,커비스컵케이크,음식점 > 카페 > 테마카페 > 디저트카페,0507-1414-7963,서울 마포구 연남동 390-34,서울 마포구 동교로38길 29,37.5615913706696,126.925667298752,HAPJEONG_MANGWON,,NO_REGION_MATCH,1801,0.0,http://place.map.kakao.com/1201420394,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,2045958342,센트럴사이트 연남점,음식점 > 카페,02-335-7779,서울 마포구 동교동 117-3,서울 마포구 연희로 29-1,37.561549752765,126.926834252341,HAPJEONG_MANGWON,,NO_REGION_MATCH,1894,0.0,http://place.map.kakao.com/2045958342,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,1269050664,동동 찻집,음식점 > 카페 > 전통찻집,0503-7151-8009,서울 마포구 연남동 390-65,서울 마포구 동교로38안길 11,37.5623881561013,126.924725949482,HAPJEONG_MANGWON,,NO_REGION_MATCH,1765,0.0,http://place.map.kakao.com/1269050664,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,67926579,헤이쥬드,음식점 > 카페 > 커피전문점,010-6566-4796,서울 마포구 동교동 189-2,서울 마포구 와우산로37길 7,37.5558765648485,126.930461366924,HAPJEONG_MANGWON,,NO_REGION_MATCH,2070,0.0,http://place.map.kakao.com/67926579,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,2097191611,청23,음식점 > 카페,02-324-2023,서울 마포구 동교동 113-85,서울 마포구 연희로 23,37.5609359924527,126.926541712092,HAPJEONG_MANGWON,,NO_REGION_MATCH,1845,0.0,http://place.map.kakao.com/2097191611,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,262767594,서당개2년로스터스,음식점 > 카페,02-332-7133,서울 마포구 연남동 454-13,서울 마포구 동교로51길 129-6,37.5662710734055,126.920042780043,HAPJEONG_MANGWON,,NO_REGION_MATCH,1701,0.0,http://place.map.kakao.com/262767594,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,2030992601,목수의딸카페,음식점 > 카페,02-323-7868,서울 마포구 동교동 188-1,서울 마포구 와우산로38길 2,37.5555668664509,126.930878133251,HAPJEONG_MANGWON,,NO_REGION_MATCH,2106,0.0,http://place.map.kakao.com/2030992601,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,939403724,퍼스트커피랩 홍대점,음식점 > 카페,,서울 마포구 동교동 179-10,서울 마포구 신촌로4길 5-25,37.55726191891583,126.92981950294029,HAPJEONG_MANGWON,,NO_REGION_MATCH,2027,0.0,http://place.map.kakao.com/939403724,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,18826661,독수리다방,음식점 > 카페 > 다방,02-363-1222,서울 서대문구 창천동 31-4,서울 서대문구 연세로 36,37.558781568940425,126.93723126168338,HAPJEONG_MANGWON,,NO_REGION_MATCH,2698,0.0,http://place.map.kakao.com/18826661,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,1909729939,오버딥,음식점 > 카페 > 테마카페 > 디저트카페,02-6380-0061,서울 마포구 연남동 240-41,서울 마포구 성미산로 149-8,37.5646494008622,126.922933051953,HAPJEONG_MANGWON,,NO_REGION_MATCH,1767,0.0,http://place.map.kakao.com/1909729939,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,1201558520,메리트리,음식점 > 카페 > 테마카페 > 디저트카페,,서울 마포구 연남동 241-18,서울 마포구 성미산로29안길 17,37.565282025063006,126.92312482019241,HAPJEONG_MANGWON,,NO_REGION_MATCH,1824,0.0,http://place.map.kakao.com/1201558520,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,1518304694,연베이크샵,음식점 > 카페,,서울 마포구 연남동 239-4,서울 마포구 성미산로 172,37.564096474919,126.924772900806,HAPJEONG_MANGWON,,NO_REGION_MATCH,1865,0.0,http://place.map.kakao.com/1518304694,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,171951605,포레스트검프,음식점 > 카페,010-5422-5637,서울 서대문구 연희동 192-6,서울 서대문구 연희맛로 7-17,37.5662627607664,126.92813358823,HAPJEONG_MANGWON,,NO_REGION_MATCH,2245,0.0,http://place.map.kakao.com/171951605,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,2000966974,허그허그러브,음식점 > 카페 > 커피전문점,0503-7152-8428,서울 마포구 연남동 453-9,서울 마포구 동교로51길 111,37.566300449817,126.920850923446,HAPJEONG_MANGWON,,NO_REGION_MATCH,1752,0.0,http://place.map.kakao.com/2000966974,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,193971778,카페바람,음식점 > 카페,02-330-4394,서울 서대문구 창천동 4-113,서울 서대문구 연세로2나길 57,37.55794769037941,126.93981579490435,HAPJEONG_MANGWON,,NO_REGION_MATCH,2911,0.0,http://place.map.kakao.com/193971778,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,1770013018,썸이프,음식점 > 카페,0507-1383-6909,서울 마포구 대흥동 245-13,서울 마포구 백범로16안길 3,37.5467233663599,126.9422385261,HAPJEONG_MANGWON,,NO_REGION_MATCH,3059,0.0,http://place.map.kakao.com/1770013018,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,631341688,카페비유,음식점 > 카페,,서울 영등포구 영등포동8가 1,서울 영등포구 국회대로53길 1,37.52569126032546,126.90689081879887,HAPJEONG_MANGWON,,NO_REGION_MATCH,1609,0.0,http://place.map.kakao.com/631341688,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,930505287,바나프레소 신촌점,음식점 > 카페 > 바나프레소,070-8998-8981,서울 서대문구 창천동 13-29,서울 서대문구 명물길 14,37.5575294173655,126.93767370034,HAPJEONG_MANGWON,,NO_REGION_MATCH,2718,0.0,http://place.map.kakao.com/930505287,합정 루프탑 카페,2026-09-08T22:18:43,,,,NO_REGION_MATCH
KAKAO,1245067143,그린마일커피 북촌점,음식점 > 카페,02-744-2404,서울 종로구 가회동 11-49,서울 종로구 북촌로 64,37.582385388268,126.985236878217,JONGNO_EULJIRO,BUKCHON_SEOCHON,ADDRESS:가회동,741,0.9,http://place.map.kakao.com/1245067143,종로 루프탑 카페,2026-09-08T22:18:44,,,BUKCHON_SEOCHON,OUT_OF_TARGET_REGION
KAKAO,1105770594,플랫커피,음식점 > 카페,,서울 종로구 통의동 61-1,서울 종로구 자하문로 14-1,37.57748168271781,126.97241945206056,JONGNO_EULJIRO,BUKCHON_SEOCHON,ADDRESS:통의동,520,0.9,http://place.map.kakao.com/1105770594,종로 루프탑 카페,2026-09-08T22:18:44,,,BUKCHON_SEOCHON,OUT_OF_TARGET_REGION
KAKAO,449373815,헤이븐,음식점 > 카페 > 테마카페 > 디저트카페,02-733-1531,서울 종로구 창성동 153-1,서울 종로구 자하문로 52-1,37.5807538531795,126.971411793473,JONGNO_EULJIRO,BUKCHON_SEOCHON,ADDRESS:창성동,612,0.9,http://place.map.kakao.com/449373815,종로 루프탑 카페,2026-09-08T22:18:44,,,BUKCHON_SEOCHON,OUT_OF_TARGET_REGION
KAKAO,1361315797,피엔에이 서촌,음식점 > 카페,0503-7153-6627,서울 종로구 통의동 7-17,서울 종로구 효자로7길 9,37.5788468937799,126.973311033549,JONGNO_EULJIRO,BUKCHON_SEOCHON,ADDRESS:통의동,414,0.9,http://place.map.kakao.com/1361315797,종로 루프탑 카페,2026-09-08T22:18:44,,,BUKCHON_SEOCHON,OUT_OF_TARGET_REGION
KAKAO,8113742,파툼,음식점 > 카페,02-739-9888,서울 종로구 삼청동 63-15,서울 종로구 삼청로 86-5,37.583210275679,126.982175371656,JONGNO_EULJIRO,BUKCHON_SEOCHON,ADDRESS:삼청동,595,0.9,http://place.map.kakao.com/8113742,종로 루프탑 카페,2026-09-08T22:18:44,,,BUKCHON_SEOCHON,OUT_OF_TARGET_REGION
KAKAO,844782189,동양차문화관,음식점 > 카페 > 전통찻집,,서울 종로구 삼청동 35-91,서울 종로구 북촌로11길 76,37.5838628003638,126.983592684909,JONGNO_EULJIRO,BUKCHON_SEOCHON,ADDRESS:삼청동,732,0.9,http://place.map.kakao.com/844782189,종로 루프탑 카페,2026-09-08T22:18:44,,,BUKCHON_SEOCHON,OUT_OF_TARGET_REGION
KAKAO,1252870487,슈퍼샤이 스튜디오&카페,음식점 > 카페 > 테마카페 > 디저트카페,0502-5550-9611,서울 종로구 삼청동 27-28,서울 종로구 북촌로 137-17,37.586971967156096,126.98247790716187,JONGNO_EULJIRO,BUKCHON_SEOCHON,ADDRESS:삼청동,970,0.9,http://place.map.kakao.com/1252870487,종로 루프탑 카페,2026-09-08T22:18:44,,,BUKCHON_SEOCHON,OUT_OF_TARGET_REGION
KAKAO,821854809,소요재,음식점 > 카페,,서울 성북구 동소문동4가 41,서울 성북구 동소문로 37,37.59035967769294,127.00996956710931,JONGNO_EULJIRO,,NO_REGION_MATCH,2922,0.0,http://place.map.kakao.com/821854809,종로 루프탑 카페,2026-09-08T22:18:44,,,,NO_REGION_MATCH
KAKAO,1178899525,카페구월,음식점 > 카페,070-8875-2624,서울 성북구 동선동2가 72,서울 성북구 보문로30길 43,37.58955317349163,127.01954546218683,JONGNO_EULJIRO,,NO_REGION_MATCH,3460,0.0,http://place.map.kakao.com/1178899525,종로 루프탑 카페,2026-09-08T22:18:44,,,,NO_REGION_MATCH
