source,source_place_id,name,category,phone,address,road_address,latitude,longitude,search_region_code,region_code,region_resolution_source,region_distance_m,region_resolution_confidence,source_url,search_query,collected_at,naver_mapx,naver_mapy
KAKAO,1414498733,삼옥,음식점 > 카페,0507-1395-3530,서울 성동구 성수동2가 289-272,서울 성동구 아차산로7길 17-1,37.54672125092348,127.05463372568822,SEONGSU,SEONGSU,ADDRESS:성수동2가,451,0.95,http://place.map.kakao.com/1414498733,성수 루프탑 카페,2026-09-08T22:18:42,,
KAKAO,536976342,러프러프,음식점 > 카페,010-3596-8204,서울 성동구 성수동2가 271-24,서울 성동구 연무장길 81,37.54169650410732,127.05814344586099,SEONGSU,SEONGSU,ADDRESS:성수동2가,806,0.95,http://place.map.kakao.com/536976342,성수 루프탑 카페,2026-09-08T22:18:42,,
KAKAO,899452242,클라스카 커피랩,음식점 > 카페,02-3409-7701,서울 성동구 성수동2가 273-13,서울 성동구 연무장15길 11,37.54271492900708,127.0593606432671,SEONGSU,SEONGSU,ADDRESS:성수동2가,864,0.95,http://place.map.kakao.com/899452242,성수 루프탑 카페,2026-09-08T22:18:42,,
KAKAO,1599571399,어라운드데이,음식점 > 카페,0502-5550-1282,서울 성동구 성수동1가 685-483,서울 성동구 서울숲2길 24-1,37.54686182777454,127.04126958888213,SEONGSU,SEONGSU,ADDRESS:성수동1가,797,0.95,http://place.map.kakao.com/1599571399,성수 옥상 카페,2026-09-08T22:18:42,,
KAKAO,107394253,그린홀,음식점 > 카페 > 테마카페 > 디저트카페,0502-5553-2643,서울 성동구 성수동1가 656-947,서울 성동구 왕십리로 136,37.54969246914925,127.04456424080348,SEONGSU,SEONGSU,ADDRESS:성수동1가,708,0.95,http://place.map.kakao.com/107394253,성수 옥상 카페,2026-09-08T22:18:42,,
KAKAO,801186197,미디엄스톤,음식점 > 카페 > 커피전문점,0507-1383-7181,서울 성동구 성수동1가 656-711,서울 성동구 왕십리로10길 18-1,37.5465319115248,127.04652228819,SEONGSU,SEONGSU,ADDRESS:성수동1가,351,0.95,http://place.map.kakao.com/801186197,성수 옥상 카페,2026-09-08T22:18:42,,
KAKAO,1784371946,비도커피,음식점 > 카페 > 테마카페 > 디저트카페,0503-7150-6244,서울 성동구 성수동1가 8-36,서울 성동구 왕십리로4길 24-7,37.5468237868867,127.046644682716,SEONGSU,SEONGSU,ADDRESS:성수동1가,359,0.95,http://place.map.kakao.com/1784371946,성수 옥상 카페,2026-09-08T22:18:42,,
KAKAO,1545128179,그린룸,음식점 > 카페 > 커피전문점,02-498-0729,서울 성동구 성수동1가 656-947,서울 성동구 왕십리로 136,37.5496933701539,127.04456424134,SEONGSU,SEONGSU,ADDRESS:성수동1가,709,0.95,http://place.map.kakao.com/1545128179,성수 옥상 카페,2026-09-08T22:18:42,,
KAKAO,1326702165,뉴앳던 성수,음식점 > 카페,070-4242-8111,서울 성동구 성수동1가 668-38,서울 성동구 왕십리로5길 9-20,37.5464715948163,127.044041788355,SEONGSU,SEONGSU,ADDRESS:성수동1가,550,0.95,http://place.map.kakao.com/1326702165,성수 옥상 카페,2026-09-08T22:18:42,,
KAKAO,623541475,폴인레미유 성수점,음식점 > 카페,0507-1447-3597,서울 성동구 성수동1가 656-1004,서울 성동구 왕십리로14길 34-8,37.5483190697108,127.047584863802,SEONGSU,SEONGSU,ADDRESS:성수동1가,426,0.95,http://place.map.kakao.com/623541475,성수 옥상 카페,2026-09-08T22:18:42,,
KAKAO,206623819,포레스트 성수,음식점 > 카페,,서울 성동구 성수동1가 668-5,서울 성동구 서울숲6길 13,37.5477081280765,127.043058009515,SEONGSU,SEONGSU,ADDRESS:성수동1가,682,0.95,http://place.map.kakao.com/206623819,성수 옥상 카페,2026-09-08T22:18:42,,
KAKAO,547570065,옹근달,음식점 > 카페,02-499-5012,서울 성동구 성수동2가 333-52,서울 성동구 성수이로7길 41-1,37.54271255358584,127.05299006599826,SEONGSU,SEONGSU,ADDRESS:성수동2가,366,0.95,http://place.map.kakao.com/547570065,성수 옥상 카페,2026-09-08T22:18:42,,
KAKAO,1128989913,성수동대림창고갤러리,음식점 > 카페 > 테마카페 > 갤러리카페,0507-1390-9669,서울 성동구 성수동2가 322-32,서울 성동구 성수이로 78,37.54171994709006,127.05624815815919,SEONGSU,SEONGSU,ADDRESS:성수동2가,661,0.95,http://place.map.kakao.com/1128989913,성수 옥상 카페,2026-09-08T22:18:42,,
KAKAO,1225156919,LOOOP 루프 베이커리 카페,음식점 > 카페 > 테마카페 > 디저트카페,070-7740-2020,서울 성동구 성수동2가 302-43,서울 성동구 연무장5길 9-13,37.5442084621098,127.052431000827,SEONGSU,SEONGSU,ADDRESS:성수동2가,232,0.95,http://place.map.kakao.com/1225156919,성수 옥상 카페,2026-09-08T22:18:42,,
KAKAO,1758616703,토키노,음식점 > 카페,02-3409-1020,서울 성동구 성수동2가 315-28,서울 성동구 연무장5가길 22,37.5433026795717,127.055022747204,SEONGSU,SEONGSU,ADDRESS:성수동2가,481,0.95,http://place.map.kakao.com/1758616703,성수 옥상 카페,2026-09-08T22:18:42,,
KAKAO,145791269,어니언 성수,음식점 > 카페,070-4353-3238,서울 성동구 성수동2가 277-135,서울 성동구 아차산로9길 8,37.544782395189884,127.05820807890457,SEONGSU,SEONGSU,ADDRESS:성수동2가,724,0.95,http://place.map.kakao.com/145791269,성수 옥상 카페,2026-09-08T22:18:42,,
KAKAO,1414498733,삼옥,음식점 > 카페,0507-1395-3530,서울 성동구 성수동2가 289-272,서울 성동구 아차산로7길 17-1,37.54672125092348,127.05463372568822,SEONGSU,SEONGSU,ADDRESS:성수동2가,451,0.95,http://place.map.kakao.com/1414498733,성수 옥상 카페,2026-09-08T22:18:42,,
KAKAO,536976342,러프러프,음식점 > 카페,010-3596-8204,서울 성동구 성수동2가 271-24,서울 성동구 연무장길 81,37.54169650410732,127.05814344586099,SEONGSU,SEONGSU,ADDRESS:성수동2가,806,0.95,http://place.map.kakao.com/536976342,성수 옥상 카페,2026-09-08T22:18:42,,
KAKAO,711864705,맥심플랜트,음식점 > 카페,070-4287-8557,서울 용산구 한남동 683-140,서울 용산구 이태원로 250,37.53698957357094,127.00099681148605,HANNAM,HANNAM,ADDRESS:한남동,280,0.9,http://place.map.kakao.com/711864705,한남 루프탑 카페,2026-09-08T22:18:42,,
KAKAO,26852037,폴바셋 한남커피스테이션로스트웍스,음식점 > 카페 > 커피전문점 > 폴바셋,02-792-8310,서울 용산구 한남동 257-13,서울 용산구 한남대로 48,37.533350151365,127.008195858679,HANNAM,HANNAM,ADDRESS:한남동,691,0.9,http://place.map.kakao.com/26852037,한남 루프탑 카페,2026-09-08T22:18:42,,
KAKAO,2115286549,코제트,음식점 > 카페,02-2139-9011,서울 용산구 한남동 684-12,서울 용산구 대사관로5길 22,37.5352704672116,127.000579291447,HANNAM,HANNAM,ADDRESS:한남동,86,0.9,http://place.map.kakao.com/2115286549,한남 루프탑 카페,2026-09-08T22:18:42,,
KAKAO,1118850411,아스티에드빌라트카페,음식점 > 카페,,서울 용산구 한남동 744-29,서울 용산구 이태원로49길 13,37.5370481424417,126.999705821579,HANNAM,HANNAM,ADDRESS:한남동,292,0.9,http://place.map.kakao.com/1118850411,한남 루프탑 카페,2026-09-08T22:18:42,,
KAKAO,801893852,보난자커피 한남점,음식점 > 카페 > 커피전문점 > 보난자커피,,서울 용산구 한남동 682-12,서울 용산구 이태원로54길 13,37.5377238731259,127.002172414098,HANNAM,HANNAM,ADDRESS:한남동,388,0.9,http://place.map.kakao.com/801893852,한남 루프탑 카페,2026-09-08T22:18:42,,
KAKAO,69739819,클럽하우스서울,음식점 > 카페,010-4045-4717,서울 용산구 한남동 66-4,서울 용산구 한남대로20길 7,37.5347233293476,127.007399489033,HANNAM,HANNAM,ADDRESS:한남동,609,0.9,http://place.map.kakao.com/69739819,한남 루프탑 카페,2026-09-08T22:18:42,,
KAKAO,591970180,테이크 블랭크,음식점 > 카페,,서울 용산구 한남동 641-10,서울 용산구 대사관로30길 6-11,37.5327727741546,127.005322062678,HANNAM,HANNAM,ADDRESS:한남동,467,0.9,http://place.map.kakao.com/591970180,한남 루프탑 카페,2026-09-08T22:18:42,,
KAKAO,1886309015,콩카페 이태원점,음식점 > 카페 > 커피전문점 > 콩카페,070-7717-0333,서울 용산구 이태원동 34-54,서울 용산구 녹사평대로 168-8,37.53324004328261,126.98945989685845,ITAEWON,ITAEWON,ADDRESS:이태원동,457,0.95,http://place.map.kakao.com/1886309015,이태원 루프탑 카페,2026-09-08T22:18:42,,
KAKAO,19615417,서울루덴스,음식점 > 카페,02-795-4151,서울 용산구 이태원동 5-12,서울 용산구 회나무로 69,37.5404177441095,126.994260999632,ITAEWON,ITAEWON,ADDRESS:이태원동,636,0.95,http://place.map.kakao.com/19615417,이태원 루프탑 카페,2026-09-08T22:18:42,,
KAKAO,21555431,에브리씽벗더히어로,음식점 > 카페,02-792-7909,서울 용산구 이태원동 210-68,서울 용산구 회나무로 62,37.5400933449703,126.993505181508,ITAEWON,ITAEWON,ADDRESS:이태원동,604,0.95,http://place.map.kakao.com/21555431,이태원 루프탑 카페,2026-09-08T22:18:42,,
KAKAO,764370388,드로우지,음식점 > 카페,,서울 용산구 이태원동 2-5,서울 용산구 회나무로 83,37.5409854293477,126.995541831055,ITAEWON,ITAEWON,ADDRESS:이태원동,707,0.95,http://place.map.kakao.com/764370388,이태원 루프탑 카페,2026-09-08T22:18:42,,
KAKAO,760043078,블러,음식점 > 카페 > 테마카페 > 디저트카페,070-7807-9670,서울 마포구 합정동 198-26,서울 마포구 토정로 28-10,37.545044882994695,126.91420389220123,HAPJEONG_MANGWON,HAPJEONG_MANGWON,ADDRESS:합정동,1276,0.9,http://place.map.kakao.com/760043078,합정 루프탑 카페,2026-09-08T22:18:43,,
KAKAO,1068887729,머씨커피,음식점 > 카페 > 테마카페 > 디저트카페,02-332-1211,서울 마포구 서교동 394-51,서울 마포구 양화로8길 32-10,37.5495061275321,126.916013934974,HAPJEONG_MANGWON,HAPJEONG_MANGWON,ADDRESS:서교동,1002,0.9,http://place.map.kakao.com/1068887729,합정 루프탑 카페,2026-09-08T22:18:43,,
KAKAO,1657897511,브라운시티카페 상수점,음식점 > 카페,010-5555-2896,서울 마포구 서교동 403-10,서울 마포구 어울마당로 41,37.5489541451727,126.920391718911,HAPJEONG_MANGWON,HAPJEONG_MANGWON,ADDRESS:서교동,1359,0.9,http://place.map.kakao.com/1657897511,합정 루프탑 카페,2026-09-08T22:18:43,,
KAKAO,659749618,Uig,음식점 > 카페,02-336-1256,서울 마포구 망원동 420-4,서울 마포구 망원로3길 7,37.5570452277427,126.901446547304,HAPJEONG_MANGWON,HAPJEONG_MANGWON,ADDRESS:망원동,540,0.9,http://place.map.kakao.com/659749618,합정 루프탑 카페,2026-09-08T22:18:43,,
KAKAO,261139718,빙츄르 홍대점,음식점 > 카페,,서울 마포구 서교동 346-53,서울 마포구 홍익로2길 13,37.5543803136449,126.923663400213,HAPJEONG_MANGWON,HAPJEONG_MANGWON,ADDRESS:서교동,1471,0.9,http://place.map.kakao.com/261139718,합정 루프탑 카페,2026-09-08T22:18:43,,
KAKAO,1436367933,핏크,음식점 > 카페 > 테마카페 > 디저트카페,,서울 마포구 성산동 208-13,서울 마포구 성미산로11길 13,37.561189563815475,126.91629962246787,HAPJEONG_MANGWON,HAPJEONG_MANGWON,COORDINATE_FALLBACK,1070,0.7,http://place.map.kakao.com/1436367933,합정 루프탑 카페,2026-09-08T22:18:43,,
KAKAO,1960387368,톤앤매너,음식점 > 카페,02-332-8252,서울 마포구 서교동 337-10,서울 마포구 와우산로29가길 13,37.5542717317149,126.928688328087,HAPJEONG_MANGWON,HAPJEONG_MANGWON,ADDRESS:서교동,1914,0.9,http://place.map.kakao.com/1960387368,합정 루프탑 카페,2026-09-08T22:18:43,,
KAKAO,659749618,Uig,음식점 > 카페,02-336-1256,서울 마포구 망원동 420-4,서울 마포구 망원로3길 7,37.5570452277427,126.901446547304,HAPJEONG_MANGWON,HAPJEONG_MANGWON,ADDRESS:망원동,540,0.9,http://place.map.kakao.com/659749618,망원 루프탑 카페,2026-09-08T22:18:43,,
KAKAO,890843625,개뿔,음식점 > 카페 > 테마카페 > 갤러리카페,02-765-2019,서울 종로구 이화동 9-443,서울 종로구 낙산성곽서1길 26,37.5781910083009,127.008069450086,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,1912,0.9,http://place.map.kakao.com/890843625,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,10405822,반쥴,음식점 > 카페 > 커피전문점,02-735-5437,서울 종로구 관철동 12-16,서울 종로구 삼일대로17길 23,37.5690615964593,126.986190337567,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,269,0.9,http://place.map.kakao.com/10405822,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,1398571605,리제로 서울,음식점 > 카페,,서울 종로구 신문로2가 1-348,서울 종로구 경희궁3길 3-5,37.5729539965698,126.968095755928,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,1871,0.9,http://place.map.kakao.com/1398571605,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,27226023,카페트레블,음식점 > 카페,02-747-1056,서울 종로구 동숭동 129-215,서울 종로구 낙산3길 19-8,37.580003907709,127.006452999541,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,1898,0.9,http://place.map.kakao.com/27226023,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,871897654,트마리,음식점 > 카페,010-8189-1071,서울 종로구 권농동 182-7,서울 종로구 서순라길 107-1,37.574965423667,126.991577704968,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,597,0.9,http://place.map.kakao.com/871897654,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,870916614,티퍼런스 서울,음식점 > 카페 > 테마카페 > 갤러리카페,02-745-1501,서울 종로구 묘동 141,서울 종로구 돈화문로 61,37.5739130138516,126.990930312073,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,467,0.9,http://place.map.kakao.com/870916614,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,1427828053,퍼블릭가든,음식점 > 카페,0507-1375-3402,서울 종로구 예지동 269-25,서울 종로구 청계천로 199,37.5696606647617,126.999690978029,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,943,0.9,http://place.map.kakao.com/1427828053,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,1441616415,올덴브라운 동묘점,음식점 > 카페,,서울 종로구 숭인동 72-55,서울 종로구 종로 369-1,37.57409573374982,127.01838393551054,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,2629,0.9,http://place.map.kakao.com/1441616415,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,1822481162,카페랑솜,음식점 > 카페,02-742-2185,서울 종로구 명륜4가 83-1,서울 종로구 대학로11길 22,37.5823322510486,127.000430213367,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,1701,0.9,http://place.map.kakao.com/1822481162,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,1710534106,두채,음식점 > 카페 > 테마카페 > 디저트카페,070-4633-3825,서울 종로구 연건동 269,서울 종로구 율곡로13가길 8,37.5763496510846,127.000393953351,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,1228,0.9,http://place.map.kakao.com/1710534106,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,25977363,슬로스텝,음식점 > 카페 > 커피전문점,02-762-2229,서울 종로구 동숭동 1-76,서울 종로구 대학로8가길 89,37.58205289030275,127.00355490769638,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,1855,0.9,http://place.map.kakao.com/25977363,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,2035769042,테르트르,음식점 > 카페 > 커피전문점,0507-1428-5690,서울 종로구 창신동 23-448,서울 종로구 낙산5길 46,37.57822498607935,127.01124719738597,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,2163,0.9,http://place.map.kakao.com/2035769042,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,1337001435,라르티스타,음식점 > 카페,02-3672-0060,서울 종로구 묘동 128-1,서울 종로구 돈화문로 60,37.57386078982401,126.99137972724151,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,478,0.9,http://place.map.kakao.com/1337001435,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,1640534397,타이거타이거,음식점 > 카페,02-747-1986,서울 종로구 와룡동 172-2,서울 종로구 삼일대로30길 56,37.57433466995089,126.99080800284575,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,508,0.9,http://place.map.kakao.com/1640534397,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,388079892,카페진선,음식점 > 카페,,서울 종로구 팔판동 150,서울 종로구 삼청로 59,37.5813827907419,126.980468561274,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,1472,0.9,http://place.map.kakao.com/388079892,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,1003594221,심플리커피,음식점 > 카페,02-733-5123,서울 종로구 신문로2가 1-196,서울 종로구 경희궁1길 27,37.57218312090959,126.96951899211285,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,1734,0.9,http://place.map.kakao.com/1003594221,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,367830691,상국,음식점 > 카페,010-8956-5102,서울 종로구 원서동 134-10,서울 종로구 창덕궁길 47-7,37.5795656775501,126.988882792278,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,1064,0.9,http://place.map.kakao.com/367830691,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,786432024,호올스하우스,음식점 > 카페 > 커피전문점,0502-5551-6690,서울 종로구 충신동 1-383,서울 종로구 낙산성곽서길 91,37.5763826952192,127.008321702174,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,1845,0.9,http://place.map.kakao.com/786432024,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,1443952279,소진담 안녕인사동점,음식점 > 카페 > 테마카페 > 디저트카페,02-6952-4344,서울 종로구 관훈동 155-2,서울 종로구 인사동길 49,37.574467229154536,126.98355172967167,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,691,0.9,http://place.map.kakao.com/1443952279,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,600622971,카페뷰,음식점 > 카페,,서울 종로구 봉익동 40-1,서울 종로구 서순라길 27-5,37.5720084761953,126.993432227992,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,450,0.9,http://place.map.kakao.com/600622971,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,533666375,스푼 경복궁점,음식점 > 카페 > 테마카페 > 디저트카페,02-743-0919,서울 종로구 적선동 80,서울 종로구 사직로 130,37.57536725609763,126.97332133173451,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,1505,0.9,http://place.map.kakao.com/533666375,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,1146410842,담쟁이집,음식점 > 카페,,서울 종로구 견지동 82,서울 종로구 인사동11길 20,37.5738662787198,126.983645818862,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,638,0.9,http://place.map.kakao.com/1146410842,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,1994892698,르프랑루프탑,음식점 > 카페,02-722-5655,서울 종로구 관훈동 21,서울 종로구 인사동길 34-1,37.5738584255132,126.985609861635,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,523,0.9,http://place.map.kakao.com/1994892698,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,242361931,카페언더24,음식점 > 카페,02-2268-9333,서울 종로구 종로6가 261-1,서울 종로구 종로40길 9,37.57054253885825,127.00688572459039,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,1577,0.9,http://place.map.kakao.com/242361931,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,728338956,인터미션,음식점 > 카페,070-8028-4687,서울 종로구 동숭동 129-130,서울 종로구 낙산길 21,37.5805373336675,127.005723964641,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,1883,0.9,http://place.map.kakao.com/728338956,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,2117692443,카페해화,음식점 > 카페,02-984-0320,서울 종로구 명륜4가 54-2,서울 종로구 대명1길 16-12,37.58297646216767,127.00003396450587,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,1740,0.9,http://place.map.kakao.com/2117692443,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,1617745391,아리디,음식점 > 카페,070-7716-9259,서울 종로구 부암동 29-16,서울 종로구 백석동길 81,37.5944627543788,126.96901961059,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:종로구,3240,0.9,http://place.map.kakao.com/1617745391,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,557230756,바캉스커피,음식점 > 카페,070-8803-2326,서울 중구 다동 117,서울 중구 남대문로9길 12,37.5668986043999,126.981753662216,JONGNO_EULJIRO,JONGNO_EULJIRO,COORDINATE_FALLBACK,726,0.7,http://place.map.kakao.com/557230756,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,2039117711,카페느티,음식점 > 카페,02-2261-3323,서울 중구 을지로2가 101-21,서울 중구 을지로 97,37.5663732932058,126.98871270452017,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:을지로,404,0.9,http://place.map.kakao.com/2039117711,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,1185361619,파인즈,음식점 > 카페 > 커피전문점,02-318-4005,서울 중구 명동1가 1-3,서울 중구 명동길 73,37.56424847368204,126.98616858874772,JONGNO_EULJIRO,JONGNO_EULJIRO,COORDINATE_FALLBACK,687,0.7,http://place.map.kakao.com/1185361619,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,324146172,카페 카다로그,음식점 > 카페,010-2547-1868,서울 중구 을지로2가 101-2,서울 중구 을지로 105,37.566429232264,126.989552565663,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:을지로,400,0.9,http://place.map.kakao.com/324146172,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,1448715295,에이디디,음식점 > 카페 > 커피전문점,070-4209-7272,서울 중구 주교동 112,서울 중구 을지로27길 29,37.5681073445485,126.999001642057,JONGNO_EULJIRO,JONGNO_EULJIRO,ADDRESS:을지로,906,0.9,http://place.map.kakao.com/1448715295,종로 루프탑 카페,2026-09-08T22:18:44,,
KAKAO,1491457111,미오앤나나,음식점 > 카페 > 커피전문점,0503-7151-7541,서울 중구 남학동 18,서울 중구 퇴계로28길 8-5,37.56044944175061,126.99104625707058,JONGNO_EULJIRO,JONGNO_EULJIRO,COORDINATE_FALLBACK,1077,0.7,http://place.map.kakao.com/1491457111,종로 루프탑 카페,2026-09-08T22:18:44,,
